topic_id,word,weight,in_dictionary,in_cold_war_vocab,in_known_entities,is_abbreviation,is_spanish_stopword,doc_frequency,high_doc_frequency,too_short,non_alpha,flagged_as_noise
22,prohibited,0.003461,False,False,False,False,False,818,True,False,False,False
22,dissem,0.003424,False,False,False,False,False,434,True,False,False,False
22,rowton,0.003366,False,False,False,False,False,41,False,False,False,True
22,caracas,0.003277,False,False,True,False,False,299,True,False,False,False
22,cite,0.003239,True,False,False,False,False,979,True,False,False,False
22,mexico,0.003223,False,True,False,False,False,1092,True,False,False,False
22,advance,0.003122,True,False,False,False,False,954,True,False,False,False
22,sac,0.003022,True,False,False,False,False,586,True,False,False,False
22,guatemala,0.002833,False,False,False,False,False,340,True,False,False,False
23,committee,0.050803,True,False,False,False,False,1720,True,False,False,False
23,employee,0.028703,True,False,False,False,False,1779,True,False,False,False
23,house,0.028361,True,False,False,False,False,1704,True,False,False,False
23,salary,0.018369,True,False,False,False,False,872,True,False,False,False
23,appointment,0.012082,True,False,False,False,False,815,True,False,False,False
23,payroll,0.01203,True,False,False,False,False,600,True,False,False,False
23,complete,0.011234,True,False,False,False,False,1505,True,False,False,False
23,representative,0.010977,True,False,False,False,False,1789,True,False,False,False
23,adjustment,0.010344,True,False,False,False,False,358,True,False,False,False
23,authorizing,0.010227,False,False,False,False,False,312,True,False,False,False
23,chairman,0.009604,True,False,False,False,False,1009,True,False,False,False
23,effective,0.00888,True,False,False,False,False,1198,True,False,False,False
23,item,0.008619,True,False,False,False,False,1805,True,False,False,False
23,administration,0.008417,True,False,False,False,False,919,True,False,False,False
23,assassination,0.008281,True,False,False,False,False,1541,True,False,False,False
23,approved,0.007941,False,False,False,False,False,1478,True,False,False,False
23,annual,0.007714,True,False,False,False,False,753,True,False,False,False
23,select,0.00735,True,False,False,False,False,958,True,False,False,False
23,clerk,0.007293,True,False,False,False,False,590,True,False,False,False
23,joint,0.007088,True,False,False,False,False,668,True,False,False,False
24,mexico,0.017492,False,True,False,False,False,1092,True,False,False,False
24,project,0.01254,True,False,False,False,False,1264,True,False,False,False
24,city,0.010224,True,False,False,False,False,1974,True,False,False,False
24,soviet,0.008471,True,True,False,False,False,1282,True,False,False,False
24,embassy,0.007008,True,True,False,False,False,1274,True,False,False,False
24,dispatch,0.005093,True,False,False,False,False,922,True,False,False,False
24,cuban,0.005027,True,False,False,False,False,1370,True,False,False,False
24,headquarters,0.004831,True,False,False,False,False,1802,True,False,False,False
24,classification,0.00438,True,False,False,False,False,1823,True,False,False,False
24,lifeat,0.004097,False,False,False,False,False,77,False,False,False,True
24,operational,0.004089,True,False,False,False,False,1327,True,False,False,False
24,oswald,0.003962,True,True,True,False,False,344,True,False,False,False
24,coverage,0.003758,True,False,False,False,False,870,True,False,False,False
24,gerende,0.00372,False,False,False,False,False,30,False,False,False,True
24,surveillance,0.003424,True,True,False,False,False,829,True,False,False,False
24,material,0.003376,True,False,False,False,False,1883,True,False,False,False
24,target,0.003186,True,False,False,False,False,947,True,False,False,False
24,mexican,0.00314,True,False,False,False,False,464,True,False,False,False
24,liempty,0.002881,False,False,False,False,False,36,False,False,False,True
24,base,0.002747,True,False,False,False,False,1006,True,False,False,False
25,black,0.011158,True,False,False,False,False,824,True,False,False,False
25,bpp,0.009996,False,False,True,False,False,143,True,False,False,False
25,party,0.009917,True,True,False,False,False,1541,True,False,False,False
25,program,0.008752,True,False,False,False,False,1577,True,False,False,False
25,people,0.008247,True,False,False,False,False,1598,True,False,False,False
25,detroit,0.007011,False,False,True,False,False,227,True,False,False,False
25,national,0.005327,True,False,False,False,False,1928,True,False,False,False
25,panther,0.00511,True,False,False,False,False,212,True,False,False,False
25,werbell,0.003804,False,False,False,False,False,31,False,False,False,True
25,communist,0.003709,True,True,False,False,False,1469,True,False,False,False
25,organization,0.003409,True,False,False,False,False,1943,True,False,False,False
25,community,0.003317,True,False,False,False,False,933,True,False,False,False
25,free,0.003261,True,False,False,False,False,904,True,False,False,False
25,newspaper,0.003198,True,False,False,False,False,946,True,False,False,False
25,committee,0.003078,True,False,False,False,False,1720,True,False,False,False
25,police,0.003069,True,False,False,False,False,1201,True,False,False,False
25,leader,0.002987,True,False,False,False,False,1197,True,False,False,False
25,american,0.002972,True,False,False,False,False,1876,True,False,False,False
25,counterintelligence,0.002914,True,False,False,False,False,553,True,False,False,False
25,school,0.002785,True,False,False,False,False,1074,True,False,False,False
26,de,0.022645,True,False,False,False,True,1733,True,True,False,False
26,mexico,0.010626,False,True,False,False,False,1092,True,False,False,False
26,info,0.009489,False,False,False,False,False,1415,True,False,False,False
26,rico,0.008925,False,False,False,False,False,357,True,False,False,False
26,la,0.007475,True,False,False,False,True,1435,True,True,False,False
26,mexi,0.006821,False,False,False,False,False,275,True,False,False,False
26,city,0.005965,True,False,False,False,False,1974,True,False,False,False
26,le,0.005854,False,False,False,False,True,919,True,True,False,False
26,dir,0.005613,False,False,False,False,False,820,True,False,False,False
26,en,0.004385,True,False,False,False,True,1044,True,True,False,False
26,galan,0.004083,False,False,False,False,False,30,False,False,False,True
26,cite,0.003594,True,False,False,False,False,979,True,False,False,False
26,ref,0.003464,True,False,False,False,False,1142,True,False,False,False
26,mexican,0.00336,True,False,False,False,False,464,True,False,False,False
26,victor,0.003338,True,False,False,False,False,303,True,False,False,False
26,et,0.003115,False,False,False,False,False,666,True,True,False,False
26,dispatch,0.003095,True,False,False,False,False,922,True,False,False,False
26,message,0.002958,True,False,False,False,False,1316,True,False,False,False
26,routing,0.002954,True,False,False,False,False,872,True,False,False,False
26,prohibited,0.002806,False,False,False,False,False,818,True,False,False,False
27,woman,0.008983,True,False,False,False,False,655,True,False,False,False
27,party,0.007987,True,True,False,False,False,1541,True,False,False,False
27,york,0.007556,True,False,False,False,False,1519,True,False,False,False
27,washington,0.007234,True,False,False,False,False,2001,True,False,False,False
27,national,0.006316,True,False,False,False,False,1928,True,False,False,False
27,black,0.005791,True,False,False,False,False,824,True,False,False,False
27,january,0.005598,True,False,False,False,False,1743,True,False,False,False
27,bureau,0.005171,True,False,False,False,False,1321,True,False,False,False
27,fbi,0.004742,False,True,True,False,False,1571,True,False,False,False
27,san,0.00469,True,False,False,False,False,1091,True,False,False,False
27,demonstration,0.004363,True,False,False,False,False,426,True,False,False,False
27,people,0.004356,True,False,False,False,False,1598,True,False,False,False
27,california,0.004298,True,False,False,False,False,675,True,False,False,False
27,francisco,0.004215,True,False,False,False,False,685,True,False,False,False
27,organization,0.004069,True,False,False,False,False,1943,True,False,False,False
27,committee,0.003922,True,False,False,False,False,1720,True,False,False,False
27,panther,0.00379,True,False,False,False,False,212,True,False,False,False
27,vietnam,0.003753,False,True,False,False,False,507,True,False,False,False
27,march,0.003654,True,False,False,False,False,1820,True,False,False,False
27,city,0.003263,True,False,False,False,False,1974,True,False,False,False
28,assassination,0.021969,True,False,False,False,False,1541,True,False,False,False
28,board,0.021135,True,False,False,False,False,1117,True,False,False,False
28,jfk,0.011667,False,False,False,False,False,641,True,False,False,False
28,release,0.009129,True,False,False,False,False,1314,True,False,False,False
28,kennedy,0.008977,False,False,True,False,False,1340,True,False,False,False
28,president,0.008894,True,False,False,False,False,1807,True,False,False,False
28,executive,0.006472,True,False,False,False,False,1361,True,False,False,False
28,public,0.006408,True,False,False,False,False,1611,True,False,False,False
28,oswald,0.006313,True,True,True,False,False,344,True,False,False,False
28,collection,0.005537,True,False,False,False,False,1220,True,False,False,False
28,material,0.005341,True,False,False,False,False,1883,True,False,False,False
28,nsa,0.005055,False,True,True,False,False,538,True,False,False,False
28,commission,0.004253,True,False,False,False,False,799,True,False,False,False
28,ray,0.004201,True,False,False,False,False,384,True,False,False,False
28,disclosure,0.003785,True,False,False,False,False,696,True,False,False,False
28,pursuant,0.003732,True,False,False,False,False,802,True,False,False,False
28,national,0.003659,True,False,False,False,False,1928,True,False,False,False
28,declassification,0.003601,False,False,False,False,False,828,True,False,False,False
28,rfk,0.003274,False,False,False,False,False,240,True,False,False,False
28,arrb,0.003259,False,False,True,False,False,84,False,False,False,False
